from_id,GEOID,travel_time_minutes,site_id,site_name
yankee_stadium,36081063301,88.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081063302,87.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081063500,85.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081064500,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081064600,109.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081065000,104.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081084602,104.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081086100,76.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081086300,77.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081086400,98.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081086500,71.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081087100,67.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081088400,94.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081054500,60.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081054200,102.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081054700,60.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081054800,91.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081065600,110.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081065702,76.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081065900,80.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081066000,111.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081047600,96.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081047900,68.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081048500,65.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081048900,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055900,58.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081056100,86.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081056500,65.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081056700,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055200,93.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055300,62.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055400,98.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055500,58.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055700,66.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081055800,100.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081056800,97.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081057700,72.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081066501,79.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081067700,78.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081068000,104.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081068200,95.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081068700,67.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081069000,105.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081116302,79.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081003302,50.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081000103,51.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081116301,77.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081047801,99.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081021603,66.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081000702,44.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081019902,55.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081001902,42.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081120702,88.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081019901,54.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081053502,69.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081017901,46.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081023501,55.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081030906,64.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081030905,59.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081027702,62.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081101004,,yankee_stadium,Yankee Stadium
